date,id,ref
2025-08-21,4746,63
2025-08-21,4908,86.75
2025-08-21,4966,765.72
2025-08-21,6259,16.32
2025-08-21,6534,106
2025-08-21,6806,59.57
2025-08-21,6922,179.27
2025-08-21,6994,89.94
2025-08-21,8077,44
2025-08-21,8454,259.04
2025-08-22,1321,37.52
2025-08-22,2428,147.9
2025-08-22,3128,37.55
2025-08-22,3552,64.71
2025-08-22,6230,145.27
2025-08-22,6469,145.15
2025-08-22,6612,97.91
2025-08-25,1539,18
2025-08-25,1565,149
2025-08-25,2250,97.49
2025-08-25,2327,136.5
2025-08-25,2377,134
2025-08-25,2484,21.5
2025-08-25,2527,25.6
2025-08-25,4563,54.1
2025-08-25,4927,27.38
2025-08-25,6877,86.64
2025-08-25,6955,168.26
2025-08-25,7714,114
2025-08-25,8089,38.67
2025-08-26,1409,15.2
2025-08-26,1529,26.2
2025-08-26,2012,17.85
2025-08-26,2420,55.3
2025-08-26,2901,25.67
2025-08-26,3236,17.15
2025-08-26,3317,42.84
2025-08-26,3622,55.6
2025-08-26,3646,27.75
2025-08-26,4111,31.14
2025-08-26,4554,32.39
2025-08-26,4741,24.01
2025-08-26,6103,41.81
2025-08-26,6183,97.3
2025-08-26,6248,22.95
2025-08-26,6752,150.95
2025-08-26,8096,41.25
2025-08-26,8289,19.7
2025-08-26,8403,25.62
2025-08-26,9921,103.3
2025-08-26,9927,59.7
2025-08-27,1541,25.4
2025-08-27,1709,17.55
2025-08-27,2227,56.3
2025-08-27,2496,66.5
2025-08-27,6216,29.66
2025-08-27,8086,113.81
2025-08-27,8401,26.82
2025-08-28,1240,58.97
2025-08-28,1324,10.7
2025-08-28,1453,12.62
2025-08-28,1513,163.4
2025-08-28,1603,39
2025-08-28,2038,15.24
2025-08-28,2059,2907.8
2025-08-28,2062,23.85
2025-08-28,2364,76.38
2025-08-28,2383,1263.42
2025-08-28,2439,109.7
2025-08-28,2441,57.5
2025-08-28,2468,59.8
2025-08-28,2539,50
2025-08-28,2718,56.09
2025-08-28,2751,70.01
2025-08-28,3025,48.4
2025-08-28,3086,153.19
2025-08-28,3167,209.5
2025-08-28,3693,269.5
2025-08-28,3706,90.45
2025-08-28,4113,20.7
2025-08-28,4183,18.93
2025-08-28,4735,34.55
2025-08-28,4968,143.9
2025-08-28,5013,27.95
2025-08-28,5202,21.25
2025-08-28,5287,177
2025-08-28,5289,282.49
2025-08-28,5464,24.8
2025-08-28,5468,15.83
2025-08-28,5525,29.25
2025-08-28,5534,74.5
2025-08-28,6108,14.7
2025-08-28,6227,90.1
2025-08-28,6261,58.5
2025-08-28,6582,32.5
2025-08-28,6637,85.57
2025-08-28,6916,19.52
2025-08-28,8410,43.2
2025-08-28,9105,6.02
2025-08-28,9946,18.6
2025-08-29,1732,28.75
2025-08-29,2367,30.74
2025-08-29,2883,15.39
2025-08-29,3052,11.75
2025-08-29,4303,68.42
2025-08-29,5392,41.72
2025-08-29,8076,26.5
2025-09-01,1315,64.5
2025-09-01,3528,70.9
2025-09-01,4138,69.82
2025-09-01,4306,14.5
2025-09-01,6140,37.95
2025-09-01,6234,26.95
2025-09-01,6591,98.34
2025-09-01,7753,53.47
2025-09-02,1722,51.2
2025-09-02,1734,31
2025-09-02,2543,72.56
2025-09-02,2845,12.6
2025-09-02,2867,6.08
2025-09-02,2949,68.02
2025-09-02,3047,21.5
2025-09-02,3661,3878.52
2025-09-02,4549,137.75
2025-09-02,4707,9.8
2025-09-02,5243,75.6
2025-09-02,6163,21.5
2025-09-02,6245,82
2025-09-02,6482,50.58
2025-09-02,6703,121.82
2025-09-02,8087,33.3
2025-09-02,8354,14.3
2025-09-02,9941,94.87
2025-09-03,2701,11.12
2025-09-03,3078,84.2
2025-09-03,3346,23.09
2025-09-03,3434,39.44
2025-09-03,3558,164.5
2025-09-03,4416,58.2
2025-09-03,4438,71.47
2025-09-03,6186,61.31
2025-09-03,6279,135.71
2025-09-03,6426,75.9
2025-09-03,6753,144.25
2025-09-04,1203,39.3
2025-09-04,1339,44.15
2025-09-04,2323,8.46
2025-09-04,2493,140.34
2025-09-04,2755,130.28
2025-09-04,3059,53.2
2025-09-04,3594,41.75
2025-09-04,3605,72.47
2025-09-04,4736,131.5
2025-09-04,6139,356.61
2025-09-04,6720,118.72
2025-09-04,6870,203.92
2025-09-04,7722,598.5
2025-09-04,9906,64
2025-09-05,1783,43.27
2025-09-05,2732,74.2
2025-09-05,3548,110.73
2025-09-05,6552,28.25
2025-09-05,8436,125
2025-09-08,2530,31.55
2025-09-08,2923,22.36
2025-09-08,3484,51.76
2025-09-08,3545,65.96
2025-09-08,4737,71.19
2025-09-08,8234,93.8
2025-09-08,8932,222.5
2025-09-09,1514,103.23
2025-09-09,2442,26.3
2025-09-09,3073,39.53
2025-09-09,3483,113.04
2025-09-09,3551,169.27
2025-09-09,4104,84.19
2025-09-09,5328,13.5
2025-09-09,6133,17.55
2025-09-09,6203,66
2025-09-09,6207,60.7
2025-09-09,8908,41.16
2025-09-09,8937,168.9
2025-09-10,2379,514.5
2025-09-10,2762,77.89
2025-09-10,2905,12.79
2025-09-10,6584,248.5
2025-09-10,7712,155.5
2025-09-10,8423,18.5
2025-09-11,1268,156.5
2025-09-11,2745,114.5
2025-09-11,5906,48.72
2025-09-11,6126,26.79
2025-09-11,6446,484.8
2025-09-11,6504,49.2
2025-09-12,1517,10.45
2025-09-12,5278,35.93
2025-09-15,2101,44.08
2025-09-15,3321,13.93
2025-09-15,5493,90.7
2025-09-15,6603,17.4
2025-09-15,9802,101.9
2025-09-16,2330,1249.99
2025-09-16,5306,87.78
2025-09-16,6931,50.88
2025-09-16,8104,38.69
2025-09-17,2374,95.01
2025-09-17,2488,46.4
2025-09-17,3002,16.4
2025-09-17,8349,45.82
2025-09-18,2706,13.4
2025-09-18,2743,86.15
2025-09-18,4716,14.17
2025-09-18,5498,18.65
2025-09-18,6757,81.65
2025-09-18,8107,16
2025-09-19,1528,16.1
2025-09-19,5512,8.69
2025-09-22,8099,73.19
2025-09-23,1590,762.45
2025-09-23,1599,29.64
2025-09-23,3178,60.5
2025-09-23,4912,78.52
2025-09-24,1225,29.86
2025-09-24,4109,16.4
2025-09-24,4168,24.87
2025-09-24,5213,25.45
2025-09-25,1808,28.85
2025-09-25,2109,15.85
2025-09-25,2458,128.35
2025-09-25,2542,40.71
2025-09-25,2881,86.82
2025-09-25,6593,47.2
2025-09-25,8906,34.95
2025-09-26,3021,18.14
2025-09-26,4441,266.85
2025-09-26,7631,143.35
2025-09-30,2540,56.07
2025-09-30,3312,41.84
2025-09-30,6120,11
2025-10-01,3289,117.22
2025-10-02,3332,53.6
2025-10-02,4967,86
2025-10-02,6523,122.5
2025-10-03,1784,81.28
2025-10-03,3356,48.8
2025-10-03,4123,35.92
2025-10-03,4160,54.65
2025-10-03,5201,49.05
2025-10-07,1256,172.43
2025-10-07,2352,34.57
2025-10-07,2489,13.73
2025-10-07,2607,60
2025-10-07,3004,134.37
2025-10-07,3057,14.31
2025-10-07,3701,39.4
2025-10-07,6533,295.76
2025-10-07,6776,51.89
2025-10-07,9924,53.5
2025-10-08,1235,55.91
2025-10-09,1586,26.75
2025-10-13,1449,12.1
2025-10-14,6590,72.87
2025-10-16,1463,19.65
2025-10-17,2236,91.59
2025-10-20,2314,24.46
2025-10-20,2465,72.07
2025-10-21,6655,115.3
2025-10-22,1589,21.78
2025-10-22,6499,120.92
2025-10-22,8936,54.6
2025-10-23,0056,36.88
2025-10-23,2543,71.2
2025-10-27,2489,15.1
2025-10-27,3550,14.36
2025-10-28,2812,21.85
2025-10-28,4552,22.2
2025-10-28,5314,124.23
2025-10-30,2756,90.6
2025-10-31,2947,85.5
2025-10-31,5283,61.16
2025-10-31,6221,37.41
2025-11-03,2066,63.28
2025-11-03,2832,47.14
2025-11-04,3563,492.72
2025-11-06,3289,109.97
2025-11-10,2515,16.18
2025-11-10,5011,10.85
2025-11-14,3037,176.67
2025-11-17,6464,72.9
2025-11-17,8422,25
2025-11-21,0051,88.1
2025-11-21,0053,133.55
2025-11-21,0055,29.38
2025-11-24,1808,37.16
2025-11-24,7780,180.15
2025-11-24,9927,69.11
2025-11-25,5263,91.67
2025-11-26,2726,15.96
2025-11-27,1815,75.96
2025-11-27,2762,79.66
2025-12-02,4735,33.6
2025-12-03,2718,55.7
2025-12-03,3135,57.67
2025-12-03,4714,16.3
2025-12-04,3004,97.94
2025-12-04,6523,122
2025-12-04,8431,43.95
2025-12-05,3321,18.97
2025-12-08,8103,86.11
2025-12-09,2530,27.8
2025-12-09,3715,116.75
2025-12-09,6277,63.9
2025-12-10,2236,112.21
2025-12-10,6949,348.11
2025-12-11,2330,1499.99
2025-12-11,3680,340.1
2025-12-11,6438,139
2025-12-16,8299,1118.77
2025-12-17,3543,42.18
2025-12-17,6121,352
2025-12-18,4739,66.75
2025-12-18,6548,40.55
2025-12-18,6804,18.27
2025-12-18,8070,43.89
2025-12-19,8467,153.5
2025-12-22,3593,13.5
2025-12-22,4991,189.42
2025-12-22,5306,87.63
2025-12-22,6931,64.58
2025-12-23,2474,193.84
2025-12-23,3325,17.58
2025-12-23,4912,83.49
2025-12-24,2753,193
2025-12-24,6123,48.85
2025-12-29,6796,102.64
2025-12-30,5278,30.03
2025-12-30,7631,127.26
2025-12-31,6488,411
2025-12-31,6561,385.9
2026-01-05,5704,26.89
2026-01-06,2442,24.12
2026-01-06,2454,1496
2026-01-08,1707,124.8
2026-01-08,2247,275
2026-01-08,4104,77.39
2026-01-08,4737,54.35
2026-01-08,5483,123
2026-01-08,6629,122
2026-01-12,1414,18.27
2026-01-12,3522,17.44
2026-01-12,6613,195.5
2026-01-12,6763,56.95
2026-01-13,8021,216.11
2026-01-14,4130,35.32
2026-01-15,5457,39.26
2026-01-15,5536,798.5
2026-01-19,7780,18.5
2026-01-20,3363,394.89
2026-01-22,0050,70.85
2026-01-22,0056,37.34
2026-01-22,1437,32.31
2026-01-26,2070,45.11
2026-01-26,3189,204.83
2026-01-27,3289,123.47
2026-01-28,6733,37.8
2026-02-04,2374,79.11
2026-02-04,3162,59.73
2026-02-04,6969,30.73
2026-02-04,8066,20.36
2026-02-05,5534,78.13
2026-02-09,2338,34.96
2026-02-23,5604,37.15
2026-02-23,6179,25.66
2026-02-24,2421,145.96
2026-02-25,6109,12
2026-03-04,3605,63.06
2026-03-05,4807,17.29
2026-03-11,3322,14.55
2026-03-12,1342,89.9
2026-03-12,2762,75.28
2026-03-16,9802,83.8
2026-03-17,2330,1838.99
2026-03-18,1712,44.5
2026-03-18,3587,186.27
2026-03-19,2301,167
2026-03-19,2430,21.95
2026-03-19,2613,25.1
2026-03-19,3008,2388
2026-03-19,3029,112.5
2026-03-19,3038,22.3
2026-03-19,4440,17.35
2026-03-19,5306,88.16
2026-03-19,6720,169.5
2026-03-19,6955,165.5
2026-03-19,9105,5.84
2026-03-20,2006,70.7
2026-03-20,2630,50.2
2026-03-20,3260,508
2026-03-20,5234,385.5
2026-03-20,6235,47.9
2026-03-20,6548,46.35
2026-03-20,6910,30.55
2026-03-23,4163,104.5
2026-03-24,1623,192
2026-03-24,5478,102.5
2026-03-25,3005,120.21
2026-03-25,4949,59.6
2026-03-25,6281,57.2
2026-03-25,6894,366
2026-03-25,8464,367
2026-03-26,1477,259
2026-03-26,1611,12.5
2026-03-26,2015,64.8
2026-03-26,2101,34.5
2026-03-26,2108,24.35
2026-03-26,2109,14.65
2026-03-26,2458,130.57
2026-03-26,2528,25.45
2026-03-26,2947,78.9
2026-03-26,3188,29.1
2026-03-26,3218,130.75
2026-03-26,3596,168.5
2026-03-26,4105,75.5
2026-03-26,4420,45.4
2026-03-26,4930,19.4
2026-03-26,5403,100.5
2026-03-26,5520,81.1
2026-03-26,6020,19.03
2026-03-26,6151,29.65
2026-03-26,6188,93.2
2026-03-26,6415,290.94
2026-03-26,6423,88.8
2026-03-26,6523,116.5
2026-03-26,6534,89.1
2026-03-26,6596,125.3
2026-03-26,6642,53.4
2026-03-26,6703,115.7
2026-03-26,6761,183
2026-03-26,6865,33.15
2026-03-26,6953,221.5
2026-03-26,7732,35.2
2026-03-26,7736,79.1
2026-03-26,8109,96.5
2026-03-26,8367,43.15
2026-03-26,8908,40.9
2026-03-26,9949,25
2026-03-27,1295,66
2026-03-27,1457,15.3
2026-03-27,2324,30.4
2026-03-27,2344,95.5
2026-03-27,2387,40.6
2026-03-27,2483,20.85
2026-03-27,2496,66.6
2026-03-27,2941,39.47
2026-03-27,4583,669
2026-03-27,5225,82.79
2026-03-27,5283,55.8
2026-03-27,6581,106.2
2026-03-27,6651,86.9
2026-03-27,6697,42.45
2026-03-27,6752,114
2026-03-27,6918,80
2026-03-27,6967,65.1
2026-03-27,7631,115.75
2026-03-27,7713,69.4
2026-03-27,8401,25.4
2026-03-27,8926,44.92
2026-03-27,8930,29.9
2026-03-27,8938,61.3
2026-03-27,8996,840.44
2026-03-30,2910,22.01
2026-03-30,2937,46.55
2026-03-30,3158,93
2026-03-30,5222,132.5
2026-03-31,1414,17.25
2026-03-31,4728,381.9
2026-03-31,7751,1482
2026-04-01,1445,12.9
2026-04-01,2065,30.25
2026-04-01,2611,13.83
2026-04-01,4760,192
2026-04-01,4770,210.5
2026-04-01,5007,55.2
2026-04-01,5278,24.73
2026-04-01,6148,33.22
2026-04-01,6291,338
2026-04-01,6590,69.2
2026-04-01,7750,1249
2026-04-01,9911,83
2026-04-02,4966,473.09
2026-04-02,6831,404
2026-04-07,8102,55.8
2026-04-08,3164,17.9
2026-04-08,4207,18.5
2026-04-08,5212,53.5
2026-04-09,2070,37.6
2026-04-09,2535,67.4
2026-04-09,2732,65.4
2026-04-09,2751,58.7
2026-04-09,2752,198.5
2026-04-09,2756,68.4
2026-04-09,3004,109.45
2026-04-09,4542,171.07
2026-04-09,4566,57.41
2026-04-09,5388,79.1
2026-04-09,6028,84.2
2026-04-09,6104,87.7
2026-04-09,6649,42.3
2026-04-09,6830,661
2026-04-10,2072,182.91
2026-04-10,3289,149.3
2026-04-10,4532,24.45
2026-04-10,4735,31
2026-04-10,6143,93.9
2026-04-10,6895,175.6
2026-04-15,1475,28.95
2026-04-16,1451,17.65
2026-04-16,1524,29.2
2026-04-16,1604,23.85
2026-04-16,2020,23.35
2026-04-16,2032,16.5
2026-04-16,2481,98.2
2026-04-16,2707,180.75
2026-04-16,3021,16.3
2026-04-16,3526,274.66
2026-04-16,4173,19.46
2026-04-16,4528,17
2026-04-16,4973,77.1
2026-04-16,5287,161.25
2026-04-16,6015,13.05
2026-04-16,6021,29
2026-04-16,6128,20.4
2026-04-16,6182,36.35
2026-04-16,6224,56.45
2026-04-16,6274,938.49
2026-04-16,6294,38.9
2026-04-16,6625,76.6
2026-04-16,6672,152.15
2026-04-16,6712,140
2026-04-16,6756,73.7
2026-04-16,6791,120
2026-04-16,6807,38.2
2026-04-16,8433,57.1
2026-04-16,8446,91.1
2026-04-20,0052,48.85
2026-04-23,0056,41.61
2026-04-23,3605,72.89
2026-04-23,4104,74.3
2026-04-23,4138,61.3
2026-04-23,4764,221
2026-04-23,6192,121.2
2026-04-23,6931,50.06
2026-04-23,6996,181.5
2026-04-23,7795,418.85
2026-04-24,1217,10.05
2026-04-24,1315,63.2
2026-04-24,1717,77.8
2026-04-24,2477,23.1
2026-04-24,6821,63.31
2026-04-24,7782,28.79
2026-04-29,1786,58.69
2026-04-29,3362,107.46
2026-05-06,8074,88.73
2026-05-14,6712,132.38
2026-05-14,8033,137.66
2026-05-19,6841,59.4
2026-05-19,7714,123
2026-05-20,6597,71.9
2026-05-22,3257,53.7
2026-05-25,2426,83.1
2026-05-25,2486,270.5
2026-05-25,7715,29.6
2026-05-27,1215,135.5
2026-05-27,1568,34.1
2026-05-27,3413,335.01
2026-05-27,3680,584
2026-05-27,4995,45.66
2026-05-27,6679,336.5
2026-05-28,1459,11.4
2026-05-28,1702,31.3
2026-05-28,1708,36.85
2026-05-28,2916,43.85
2026-05-28,3717,21.7
2026-05-28,4538,17.7
2026-05-28,4585,348.5
2026-05-28,5529,21.95
2026-05-28,6570,58.1
2026-05-28,6732,177.5
2026-05-29,6568,228
2026-06-01,2612,55.5
2026-06-01,3709,86.35
2026-06-01,4527,42.95
2026-06-01,6176,103
2026-06-01,6909,52.49
2026-06-01,8924,60.2
2026-06-02,1323,20.05
2026-06-02,2313,279.2
2026-06-02,2548,114.5
2026-06-02,4555,56.6
2026-06-02,4912,112.5
2026-06-02,6716,102.9
2026-06-02,6788,410.5
2026-06-02,7744,497
2026-06-02,8487,77.19
2026-06-03,2642,20.45
2026-06-03,5236,172
2026-06-03,5309,78.1
2026-06-04,3356,58.2
2026-06-04,4939,53.15
2026-06-04,5878,39.3
2026-06-04,7828,1620.47
2026-06-05,4951,115
2026-06-05,6263,173.7
2026-06-05,6525,114.5
2026-06-08,1219,12.5
2026-06-08,3036,273.2
2026-06-08,3310,68.7
2026-06-08,3406,665
2026-06-08,3443,4390
2026-06-08,4958,500.57
2026-06-08,5213,24
2026-06-08,6658,186.8
2026-06-09,1416,11.08
2026-06-09,1733,28.6
2026-06-09,2114,88.4
2026-06-09,2731,159.2
2026-06-09,3441,53.75
2026-06-09,3531,23.05
2026-06-09,4994,87
2026-06-09,6412,90.3
2026-06-09,6516,57.96
2026-06-09,6936,32.79
2026-06-09,7704,58.4
2026-06-09,7757,102.75
2026-06-09,7791,63.69
2026-06-09,8042,130.8
2026-06-09,9924,40.3
2026-06-09,9940,18.7
2026-06-10,1473,20.4
2026-06-10,1515,23.25
2026-06-10,2421,154.75
2026-06-10,2637,77.4
2026-06-10,3118,31.5
2026-06-10,3540,26.32
2026-06-10,5340,91.4
2026-06-10,6271,237
2026-06-10,6913,133.5
2026-06-10,7718,46.35
2026-06-11,1312,13.4
2026-06-11,1605,34.3
2026-06-11,1760,59.5
2026-06-11,2030,18.15
2026-06-11,2329,51.69
2026-06-11,2330,2248.99
2026-06-11,3030,316
2026-06-11,3105,476
2026-06-11,3481,43.3
2026-06-11,4749,915.12
2026-06-11,6146,202
2026-06-11,6266,25.62
2026-06-11,6834,69.6
2026-06-11,6925,68
2026-06-11,6951,79
2026-06-11,6961,56.4
2026-06-11,8111,55.8
2026-06-11,8424,68.1
2026-06-11,8454,439.5
2026-06-12,1218,17.88
2026-06-12,1776,17.25
2026-06-12,1810,20.5
2026-06-12,2207,469.5
2026-06-12,2327,836
2026-06-12,3679,114.5
2026-06-12,4153,30.35
2026-06-12,6418,31.47
2026-06-12,6739,1087
2026-06-12,8028,301.29
2026-06-12,8432,50.49
2026-06-15,1232,143.3
2026-06-15,2031,39.25
2026-06-15,2107,25.05
2026-06-15,2385,133.8
2026-06-15,2608,28.55
2026-06-15,2832,51.4
2026-06-15,3556,67.65
2026-06-15,4735,31.6
2026-06-15,4938,89.09
2026-06-15,6272,33.23
2026-06-15,6532,85.9
2026-06-15,6741,60.55
2026-06-15,6861,302
2026-06-15,7703,196.5
2026-06-15,7722,332
2026-06-15,8016,278
2026-06-15,8435,53.6
2026-06-15,9910,87.8
2026-06-16,1582,88.7
2026-06-16,1788,129
2026-06-16,2069,19.15
2026-06-16,2459,64.4
2026-06-16,2480,148.7
2026-06-16,2606,64.4
2026-06-16,2816,32.3
2026-06-16,2850,140.73
2026-06-16,2908,20.95
2026-06-16,3015,58.4
2026-06-16,3035,200.2
2026-06-16,3042,238.7
2026-06-16,4133,20.68
2026-06-16,4550,24.73
2026-06-16,4974,72.5
2026-06-16,5278,24.83
2026-06-16,6123,43.2
2026-06-16,6242,36.15
2026-06-16,6414,367.71
2026-06-16,6465,66.7
2026-06-16,6722,37.2
2026-06-16,7642,70.6
2026-06-16,7820,118.5
2026-06-16,8091,246.78
2026-06-16,8289,69.25
2026-06-17,1476,328.5
2026-06-17,1504,69.8
2026-06-17,1593,30.25
2026-06-17,1707,99.2
2026-06-17,1773,173.5
2026-06-17,2105,32.15
2026-06-17,2115,20.9
2026-06-17,2308,2218.4
2026-06-17,2353,37.6
2026-06-17,2360,2305.5
2026-06-17,2450,29.45
2026-06-17,2504,33.65
2026-06-17,2603,204.5
2026-06-17,2852,26.19
2026-06-17,2926,34.64
2026-06-17,3028,71.8
2026-06-17,3168,45.65
2026-06-17,3324,1038.1
2026-06-17,3450,498.5
2026-06-17,3543,31
2026-06-17,4714,12.85
2026-06-17,5201,27.75
2026-06-17,5371,67.3
2026-06-17,5443,101.8
2026-06-17,5609,76.8
2026-06-17,5902,34.85
2026-06-17,6147,224.7
2026-06-17,6154,13.69
2026-06-17,6438,147
2026-06-17,6494,67.8
2026-06-17,6548,91.45
2026-06-17,6577,74.3
2026-06-17,6579,161.25
2026-06-17,6606,24.77
2026-06-17,6640,1100
2026-06-17,6792,66
2026-06-17,6923,76.96
2026-06-17,7709,116.5
2026-06-17,7792,251.5
2026-06-17,8011,17.7
2026-06-17,8070,53.8
2026-06-17,8162,68.5
2026-06-17,8163,43.1
2026-06-17,8416,171.5
2026-06-17,8440,22.05
2026-06-18,1423,41.3
2026-06-18,1586,20.57
2026-06-18,2467,579.5
2026-06-18,2597,173.83
2026-06-18,4754,37.05
2026-06-18,6721,55.05
2026-06-18,6881,250
2026-06-18,7765,240.33
2026-06-18,7819,43.46
2026-06-18,8462,137.22
2026-06-18,8463,21.3
2026-06-22,1313,11.5
2026-06-22,1319,94.2
2026-06-22,1584,19.39
2026-06-22,1735,22.5
2026-06-22,1904,22.65
2026-06-22,2106,17.2
2026-06-22,2313,257.64
2026-06-22,2388,81.35
2026-06-22,2498,45.9
2026-06-22,3026,896.2
2026-06-22,3094,38
2026-06-22,3447,39.1
2026-06-22,4739,122.5
2026-06-22,4741,64.3
2026-06-22,4906,43.32
2026-06-22,5601,32.37
2026-06-22,6120,14.8
2026-06-22,6531,1018.01
2026-06-22,6669,4985.6
2026-06-22,6965,77
2026-06-22,7780,18.3
2026-06-22,9907,15.52
2026-06-23,1341,57.9
2026-06-23,1432,16
2026-06-23,1609,37.95
2026-06-23,2312,35.25
2026-06-23,2368,1385.19
2026-06-23,2534,16.8
2026-06-23,2641,18.2
2026-06-23,2855,49.89
2026-06-23,3010,126.2
2026-06-23,3388,88.86
2026-06-23,3597,26
2026-06-23,3684,57.03
2026-06-23,4442,52.6
2026-06-23,4766,354
2026-06-23,6214,135
2026-06-23,6292,66.2
2026-06-23,6449,424.29
2026-06-23,6505,52.8
2026-06-23,6530,97.7
2026-06-23,6667,280.29
2026-06-23,6903,382
2026-06-23,7760,32
2026-06-24,1104,27.1
2026-06-24,1326,52.5
2026-06-24,2103,20.88
2026-06-24,2423,77.5
2026-06-24,3019,152.4
2026-06-24,3169,111.3
2026-06-24,3374,301
2026-06-24,3530,72.8
2026-06-24,3705,54
2026-06-24,4557,47.55
2026-06-24,4571,173.72
2026-06-24,4952,57
2026-06-24,5230,20
2026-06-24,5291,62.24
2026-06-24,6184,43.95
2026-06-24,6196,534.55
2026-06-24,6538,136.47
2026-06-24,6629,110.3
2026-06-24,6670,271
2026-06-24,6982,57
2026-06-24,8249,49.32
2026-06-24,9917,110.3
2026-06-24,9930,66.1
2026-06-24,9934,10.1
2026-06-25,1259,56.4
2026-06-25,1525,63
2026-06-25,2362,44.1
2026-06-25,2432,30.25
2026-06-25,2451,282.21
2026-06-25,2489,45.9
2026-06-25,3046,53
2026-06-25,3338,73.5
2026-06-25,3529,3149.5
2026-06-25,4935,37.75
2026-06-25,5227,35.5
2026-06-25,5285,108.5
2026-06-25,5312,90.1
2026-06-25,5515,38.25
2026-06-25,5521,10.25
2026-06-25,5522,66
2026-06-25,6189,50.7
2026-06-25,6205,79.2
2026-06-25,6208,103
2026-06-25,6585,137.5
2026-06-25,6690,164.5
2026-06-25,6751,46.5
2026-06-25,6771,38.75
2026-06-25,6776,54.8
2026-06-25,6811,214.5
2026-06-25,6846,63.06
2026-06-25,6884,32.5
2026-06-25,6908,37.26
2026-06-25,7728,695
2026-06-25,7767,41.15
2026-06-25,7777,40.37
2026-06-25,8046,953
2026-06-25,8114,197.03
2026-06-25,8210,1311
2026-06-25,8227,187.3
2026-06-25,8279,90
2026-06-25,8342,85.9
2026-06-25,9944,17.55
2026-06-26,1570,39.2
2026-06-26,2455,385.87
2026-06-26,2643,64
2026-06-26,3054,64.8
2026-06-26,3669,34.4
2026-06-26,3708,108.5
2026-06-26,5244,36.7
2026-06-26,5274,17345
2026-06-26,6768,80.84
2026-06-26,6789,534
2026-06-26,8349,39.06
2026-06-29,1234,33.3
2026-06-29,1295,47.02
2026-06-29,1472,84.5
2026-06-29,1717,69.3
2026-06-29,2380,23.86
2026-06-29,2851,34.95
2026-06-29,3016,124
2026-06-29,3213,114.5
2026-06-29,3357,295.42
2026-06-29,3563,663
2026-06-29,3580,90.6
2026-06-29,4164,28.49
2026-06-29,4915,68.93
2026-06-29,4989,77.86
2026-06-29,5009,32
2026-06-29,5016,24.25
2026-06-29,5306,83.86
2026-06-29,5438,18.2
2026-06-29,5706,46.96
2026-06-29,6195,23.65
2026-06-29,6465,61.68
2026-06-29,6498,90.5
2026-06-29,6613,337
2026-06-29,6859,123
2026-06-29,7631,162.4
2026-06-29,8034,21.6
2026-06-29,8045,57.8
2026-06-29,8064,133.02
2026-06-29,8150,96.27
2026-06-29,8272,66.7
2026-06-29,8341,74.1
2026-06-29,8422,27.05
2026-06-30,1301,52.7
2026-06-30,1410,25.3
2026-06-30,1521,25.2
2026-06-30,1598,18.85
2026-06-30,1727,87.85
2026-06-30,1731,20.58
2026-06-30,1817,37.95
2026-06-30,2328,47.85
2026-06-30,2397,55.15
2026-06-30,2436,69.54
2026-06-30,2605,28.9
2026-06-30,2882,98
2026-06-30,2883,28.65
2026-06-30,3264,211.3
2026-06-30,3372,19.67
2026-06-30,3416,161.4
2026-06-30,3714,61.5
2026-06-30,4541,47.25
2026-06-30,4722,305.31
2026-06-30,4953,119.86
2026-06-30,6026,15.14
2026-06-30,6569,101.69
2026-06-30,6592,59.22
2026-06-30,6835,34.14
2026-06-30,7711,315.01
2026-06-30,8039,135.5
2026-06-30,8299,2323.04
2026-06-30,9931,33.3
2026-07-01,1101,23.25
2026-07-01,1470,20.65
2026-07-01,1725,33.68
2026-07-01,2230,24.94
2026-07-01,2302,47.5
2026-07-01,2357,658
2026-07-01,2881,125.25
2026-07-01,2884,33.05
2026-07-01,2903,21.75
2026-07-01,3515,222.99
2026-07-01,3607,16
2026-07-01,4116,36.5
2026-07-01,4119,44.05
2026-07-01,4305,42.85
2026-07-01,4523,27.46
2026-07-01,4755,135.8
2026-07-01,4961,157.28
2026-07-01,5474,164
2026-07-01,6174,49.46
2026-07-01,6285,255.19
2026-07-01,6425,72.21
2026-07-01,6523,96
2026-07-01,6542,45.58
2026-07-01,6655,118.2
2026-07-01,8088,63.2
2026-07-01,8240,51.9
2026-07-01,8271,190.05
2026-07-01,8482,48.04
2026-07-02,1452,10.7
2026-07-02,1612,34.6
2026-07-02,1752,31.6
2026-07-02,1789,20.51
2026-07-02,2010,21.7
2026-07-02,2317,240.82
2026-07-02,2354,53.5
2026-07-02,2433,42.1
2026-07-02,2462,23.15
2026-07-02,2607,45.95
2026-07-02,2753,181
2026-07-02,2820,16.85
2026-07-02,3006,212
2026-07-02,3090,311.2
2026-07-02,3093,73.85
2026-07-02,3189,886.48
2026-07-02,3211,396.53
2026-07-02,3311,37.45
2026-07-02,3570,166.3
2026-07-02,3592,266.9
2026-07-02,3703,20.4
2026-07-02,3715,170.92
2026-07-02,4137,100.5
2026-07-02,4535,26.5
2026-07-02,4931,233.5
2026-07-02,5220,20.65
2026-07-02,5353,30.8
2026-07-02,5490,27.35
2026-07-02,6136,24.04
2026-07-02,6185,13.81
2026-07-02,6197,341.07
2026-07-02,6213,357
2026-07-02,6270,38.35
